,review_content,rating
3260,  I have taken this 32gb sd card before six months.It's working properly in my phone.I think it's a better choice out of all sd cards available in market.,5.0 out of 5 stars
3261,  Good product,5.0 out of 5 stars
3262,  Speed and price are perfect...go for it....,5.0 out of 5 stars
3263,  Good mmc,5.0 out of 5 stars
3264,"  Simply superb, let's see what happen futureWorking fast",5.0 out of 5 stars
3265,  Very easy to install and free adapter and good delivery From amazon i loved it and its supporters for Redmi 4a thank you amazon.,5.0 out of 5 stars
3266,  Just does the job for actions cams,3.0 out of 5 stars
3267,  Good,5.0 out of 5 stars
3268,  Great..,4.0 out of 5 stars
3269,  Best quality..  not that affordable price,5.0 out of 5 stars
3270,  Its very useful value for the money,5.0 out of 5 stars
3271,  Good product,4.0 out of 5 stars
3272,  Easy to install and didnt show any error. Need time for detailed review.,5.0 out of 5 stars
3273,  Good product. Might be little bit cheaper,4.0 out of 5 stars
3274,  Good and very nice,5.0 out of 5 stars
3275,"  Fast speed, high storage, cost effective... wworks verywell with samsung mobile/tab.",5.0 out of 5 stars
3276,  Good product,5.0 out of 5 stars
3277,  speed is incredible 100 mb/second. its transfer speed is near to my phone transfer speed.,5.0 out of 5 stars
3278,  Satisfactory performance. Working well with MI redmi4,4.0 out of 5 stars
3279,  Good,5.0 out of 5 stars
3280,  Good product,5.0 out of 5 stars
3281,  Excellent,5.0 out of 5 stars
3282,  Good product,5.0 out of 5 stars
3283,  Goes without saying it's excellent,5.0 out of 5 stars
3284,  very good item,5.0 out of 5 stars
3285,  Best,5.0 out of 5 stars
3286,"  Works Perfectly , go for it.I have asus zenfone 2 ZE551ml it works like charm.",5.0 out of 5 stars
3287,  Delivery hu wa nahi.pin 560063 is area ka delivery teek nahi,1.0 out of 5 stars
3288,  Good product,5.0 out of 5 stars
3289,  Wonderful,5.0 out of 5 stars
3290,  Very nice purchase. Buy from 'Appario Retail' to get authentic gadgets. Received without any damage and it was well packed.,5.0 out of 5 stars
3291,  Best in class,5.0 out of 5 stars
3292,  Good  samsung product,5.0 out of 5 stars
3293,  Good product... excellent service,5.0 out of 5 stars
3294,  it worked fine,5.0 out of 5 stars
3295,  I purchase many product with amazon and every time i satisfy with product but this time sd card not proper working and some virus in the sd card .,2.0 out of 5 stars
3296,  This memory card is working without any problem.,4.0 out of 5 stars
3297,  I got 63.99 GB in 64 gb,5.0 out of 5 stars
3298,  Value for money and good speed,4.0 out of 5 stars
3299,  Everything is good,4.0 out of 5 stars
3300,  it's good now I have 10 years warranty to Samsung.,5.0 out of 5 stars
3301,  Good Product,4.0 out of 5 stars
3302,  Good product,5.0 out of 5 stars
3303,  Go for it.,5.0 out of 5 stars
3304,  Samsung memory card is best,5.0 out of 5 stars
3305,"  I bought three sd cards of Samsung ,all are working perfectly.",5.0 out of 5 stars
3306,  Got 64 GB.. But getting storage capacity of only 59 GB.. but happy with it. Very fast & smooth. Using it with my new Samsung Note 8..,4.0 out of 5 stars
3307,  Great read and write speeds,5.0 out of 5 stars
3308,  Good,4.0 out of 5 stars
3309,  good,5.0 out of 5 stars
3310,  Very good for the price good quality and reliable,5.0 out of 5 stars
3311,  Don't buy from Amazon. The card gets corrupted. Stops working every now then and become inaccessible. I think one can barely expect quality products on Amazon.,1.0 out of 5 stars
3312,  Good product fast speed,5.0 out of 5 stars
3313,  Hello seller  Send memory card dose not work properly,1.0 out of 5 stars
3314,  Good product 👌👍,5.0 out of 5 stars
3315,  Best in class,5.0 out of 5 stars
3316,  Got damaged and not working on other devices.,1.0 out of 5 stars
3317,  better than other brand,5.0 out of 5 stars
3318,  Good product,5.0 out of 5 stars
3319,"  The iten is very good,easy to use.The transfer speed is very fast as compared to other items and its durable.",5.0 out of 5 stars
3320,"  I recently bought it for my samsung phone, so it would be too early to say something about its durabilty, otherwise I liked it as a samsung brand.",5.0 out of 5 stars
3321,  GREAT,5.0 out of 5 stars
3322,  Good,5.0 out of 5 stars
3323,  It's speed of copying into memory card Its awsme,5.0 out of 5 stars
3324,  They product is awesome and up to standard.,5.0 out of 5 stars
3325,  waste of money. very slow.,1.0 out of 5 stars
3326,  Good Product fast shipping,5.0 out of 5 stars
3327,  The best quality product. One ☝of the unique platform for all the products for our life. Trusted and the best.,5.0 out of 5 stars
3328,  worth for money 😍,4.0 out of 5 stars
3329,  Samsung 32GB card is perfect. Really Good product to purchase to add additional memory in today's smart phones. Better to purchase it in during its best offers. U won't get it in less price in market.,5.0 out of 5 stars
3330,  best product,4.0 out of 5 stars
3331,  Product is good,4.0 out of 5 stars
3332,  Very nice,5.0 out of 5 stars
3333,  Excellent product,5.0 out of 5 stars
3334,  Good product. I am satisfied with the performance .,5.0 out of 5 stars
3335,  Good Product....,5.0 out of 5 stars
3336,  Works well and file transfer speed is also good,5.0 out of 5 stars
3337,  Got it on discounted rate.,5.0 out of 5 stars
3338,  Works good and plenty of storage.,5.0 out of 5 stars
3339,  Original product,5.0 out of 5 stars
3340,  Good,5.0 out of 5 stars
3341,  Till now it's good.,5.0 out of 5 stars
3342,  Perfect,5.0 out of 5 stars
3343,"  Awesome product, writing speed 25mbps on my lenovo k4 note",5.0 out of 5 stars
3344,"  We get 119 GB out 128 GB , 10 year warranty,  adaptor get only 1 year warranty, value for money product ,",5.0 out of 5 stars
3345,  Nice sd card...go for it,5.0 out of 5 stars
3346,  Stopped working in the 1st month,1.0 out of 5 stars
3347,  Good,5.0 out of 5 stars
3348,  Fast transfers,5.0 out of 5 stars
3349,  Easy to use,5.0 out of 5 stars
3350,  As expected,4.0 out of 5 stars
3351,  Samsung Evo PLus 64 Gb Memory sd cqrd is Really very good and genuine.And service of Amazon is very Good and well sheduled. Happy from Amazon service.,5.0 out of 5 stars
3352,  Speed is good.Nice,4.0 out of 5 stars
3353,  Nice,5.0 out of 5 stars
3354,  Its a nice experience and packing was quite good.,5.0 out of 5 stars
3355,  Ok,4.0 out of 5 stars
3356,"  This is the second purchase of samsung memory card, I m happy.",5.0 out of 5 stars
3357,  Like,4.0 out of 5 stars
3358,  Good product,5.0 out of 5 stars
3359,  very good experiense,5.0 out of 5 stars
3360,  Good,5.0 out of 5 stars
3361,  Very good handles excellent ....,5.0 out of 5 stars
3362,  Up till now the product is good... also got in good packaging...,4.0 out of 5 stars
3363,  It's really very very fast and no bugs are found so far after 8 months of use😊😊Very satisfied!!!,5.0 out of 5 stars
3364,  NOT SUPORTING MY DEVICE,1.0 out of 5 stars
3365,  Fantastic,5.0 out of 5 stars
3366,  Samsung is better others,4.0 out of 5 stars
3367,  Write speed is slow and 32 GB free memory is good,5.0 out of 5 stars
3368,  At least useful in my Android phone,5.0 out of 5 stars
3369,  Nice product,5.0 out of 5 stars
3370,  Ok,1.0 out of 5 stars
3371,  Nice,5.0 out of 5 stars
3372,  Good.Nice discount,5.0 out of 5 stars
3373,  Good memory Card,5.0 out of 5 stars
3374,  I have been using this since 3 year and i found no problem,5.0 out of 5 stars
3375,  Good Performance,5.0 out of 5 stars
3376,"  Hypothesis : the product is realResult : it's  realArrived via COD,  due to high demand this product fades lightning on every market.Hope  this helped.I bought the 128 GB type. Overall experience not bad,  if android asked you to use as internal / external,  I suggest go for external.",5.0 out of 5 stars
3377,  works well,5.0 out of 5 stars
3378,  Great,5.0 out of 5 stars
3379,  Ordered it and got it the next day. Its very fast I have tested it. Its writing speed was 26MBps. Where as just a class 10 card was giving a writing speed of 4MBPS.,5.0 out of 5 stars
3380,  better performance,5.0 out of 5 stars
3381,  A good product for expanding the storage memory,5.0 out of 5 stars
3382,  Nice,5.0 out of 5 stars
3383,  Storafe,5.0 out of 5 stars
3384,  Good product... thanks Amazon..,5.0 out of 5 stars
3385,"  Bought it for ₹1549, no issue, nice product. Speed is very good.",5.0 out of 5 stars
3386,  I like this item.,5.0 out of 5 stars
3387,  The product is excellent.i got one day delivery.hope that it will not corrupt . overall good buy option.the packing by Amazon was good enough .,5.0 out of 5 stars
3388,  Good,5.0 out of 5 stars
3389,  Bought 32gb Card but available space in the card is only 29.89gb,2.0 out of 5 stars
3390,  It will give you only 119 Gb out of 128.,2.0 out of 5 stars
3391,  Not bad..working fine in my Samsung tab A.. no problems till now..trust worthy.,5.0 out of 5 stars
3392,"  Nice SD card,speed working,no problem with it",4.0 out of 5 stars
3393,  speed data transfer,5.0 out of 5 stars
3394,  Nice,5.0 out of 5 stars
3395,  bad products,1.0 out of 5 stars
3396,  Good,4.0 out of 5 stars
3397,  Product was good.. I got in 699 ruppes.. value for money..you can purchase it,4.0 out of 5 stars
3398,  Great product,5.0 out of 5 stars
3399,  Like,5.0 out of 5 stars
3400,  Not able to access it and not able to format waste of money,1.0 out of 5 stars
3401,  Fantastic,5.0 out of 5 stars
3402,  Slightly higher price but speed of transfer is good.,4.0 out of 5 stars
3403,  Good memory card for increasing phone memory and I feel that it does not slow the phone.,5.0 out of 5 stars
3404,  An excellent choice to increase the memory of your mobile!,5.0 out of 5 stars
3405,  Actually I got the effective parcel so I just replace it .... otherwise it's really good to order online indeed to buy it in the market .,5.0 out of 5 stars
3406,  Worth buying the product,5.0 out of 5 stars
3407,  Excellent,5.0 out of 5 stars
3408,"  Simply best. bought for my SJ cam Action camera , working excellent without any problem.",5.0 out of 5 stars
3409,  Take care a bit during delivery,5.0 out of 5 stars
3410,  Perfect Memory Card Nice Speed Run Memory Card,5.0 out of 5 stars
3411,  Genuine product,5.0 out of 5 stars
3412,  Good quality,4.0 out of 5 stars
3413,  Good product & meets every one  my expectations,5.0 out of 5 stars
3414,  Worth it,5.0 out of 5 stars
3415,  👍,5.0 out of 5 stars
3416,  Good product,5.0 out of 5 stars
3417,  Good,4.0 out of 5 stars
3418,  32 GB...Yes ..value for money..but durability will not come to know now..,5.0 out of 5 stars
3419,  Works superb,4.0 out of 5 stars
3420,  The product is authentic and good. I have used it for 2 months now and it is working well.,5.0 out of 5 stars
3421,  Received as mentioned .,5.0 out of 5 stars
3422,  Quality is good but now i am not checking the storage but it's  okay,5.0 out of 5 stars
3423,  This product not working not sporting  mobile,1.0 out of 5 stars
3424,  good,4.0 out of 5 stars
3425,  Sd card not working....worst,1.0 out of 5 stars
3426,  Original,5.0 out of 5 stars
3427,  Trusted brand and performance is good as well.,5.0 out of 5 stars
3428,  Awesome read and write speed. Better than my SanDisk 128 gb,5.0 out of 5 stars
3429,  Nice memory card and it work good performance.,5.0 out of 5 stars
3430,  Superb,5.0 out of 5 stars
3431,"  Well, i have to say, i have ordered this product 2nd time and quite satisfied, and definitely recommend it to others.",5.0 out of 5 stars
3432,"  Best for storing media even 4k videos, & apps.",5.0 out of 5 stars
3433,  Prompt delivery by amazon and excellent product,5.0 out of 5 stars
3434,  Good experience fast data transfer,4.0 out of 5 stars
3435,  It is working fine even after a year.,5.0 out of 5 stars
3436,  Overall good,5.0 out of 5 stars
3437,  Good product by samsang.,5.0 out of 5 stars
3438,  Perfectly satisfactory. Except the non-availability of 4 GB  of the 64 GB I paid for! :-),5.0 out of 5 stars
3439,  Nice Product To Store Music Fast Transfers.,5.0 out of 5 stars
3440,  Very good 100% genuine samsung memory card i got 59.8 gb space and also delivery very fast thanks amazon,5.0 out of 5 stars
3441,  Good quality,5.0 out of 5 stars
3442,  speed is good quality also good,5.0 out of 5 stars
3443,  Even working till now after 2 years and disn't gave me any sort of problem.,5.0 out of 5 stars
3444,"  As usual, this  Memory card is working well. :)Good Product from Samsung and good service from Amazon.Thank you.",5.0 out of 5 stars
3445,  Good for samsung,5.0 out of 5 stars
3446,  goooooood,4.0 out of 5 stars
3447,  Awesome work Amazon,5.0 out of 5 stars
3448,  Very nice product good quality,5.0 out of 5 stars
3449,  Value for money good product,5.0 out of 5 stars
3450,  Perfect and speedy. No lag,5.0 out of 5 stars
3451,  Great transfer speed and quality,5.0 out of 5 stars
3452,  Always nice product good work I use this product 1 year and no default found me,4.0 out of 5 stars
3453,  Very nice product,5.0 out of 5 stars
3454,  Good product,4.0 out of 5 stars
3455,"  Nice product, if you a need SD card I prefer you this card. Thanks you Samsung & Amazon.",4.0 out of 5 stars
3456,  Reliable memory card for Samsung phone.,5.0 out of 5 stars
3457,  Nice,5.0 out of 5 stars
3458,  No problem is noticed in functioning well.,4.0 out of 5 stars
3459,  This product doesn't fit into Samsung M20 phones..so it was not useful for me..,4.0 out of 5 stars
3460,  Good.. happy with original product.thanks amazon for best sarvice,4.0 out of 5 stars
3461,  Good,5.0 out of 5 stars
3462,  It works. comes with a SD card reader,5.0 out of 5 stars
3463,  Good product,5.0 out of 5 stars
3464,  Sir the memory card does not support my lenovo k8 note,5.0 out of 5 stars
3465,  nice sd card storage upto 119 gb,4.0 out of 5 stars
3466,  Superb Product,5.0 out of 5 stars
3467,  Superb Product,5.0 out of 5 stars
3468,  Super awsmm... works fast nd flawlessly.,5.0 out of 5 stars
3469,  Awesome,5.0 out of 5 stars
3470,  Good product. Same as in the description.,5.0 out of 5 stars
3471,  Good,4.0 out of 5 stars
3472,  As per expectations,4.0 out of 5 stars
3473,  It's fast as mentioned and long lasting even after a year of use.I would recommend this over other 32gb SD cards.,4.0 out of 5 stars
3474,  No Comment,5.0 out of 5 stars
3475,  Very good read/ write speed. Best product.,5.0 out of 5 stars
3476,  Worth Buying,5.0 out of 5 stars
3477,  Msst,5.0 out of 5 stars
3478,  Good,5.0 out of 5 stars
3479,  Throughout the storage it is good but my phone hangs because of this product.,3.0 out of 5 stars
3480,  Nice product,5.0 out of 5 stars
3481,  As expected,3.0 out of 5 stars
3482,  Good with speed,4.0 out of 5 stars
3483,  Trusted brand,5.0 out of 5 stars
3484,  Using for nearly 1 year now. Satisfectory for me,5.0 out of 5 stars
3485,  Good,4.0 out of 5 stars
3486,  Very nice go for it,5.0 out of 5 stars
3487,  Good product no lag high speed ans performance .this product i really like that,5.0 out of 5 stars
3488,  Packaging good. Service Good. Works perfectly. Original product,5.0 out of 5 stars
3489,"  I love it. Full satisfied, timely delivered.",5.0 out of 5 stars
3490,  Very good product I really trust on Samsung brand,4.0 out of 5 stars
3491,  Goodone,5.0 out of 5 stars
3492,  Good,5.0 out of 5 stars
3493,  Good,5.0 out of 5 stars
3494,  Good,5.0 out of 5 stars
3495,  Good,5.0 out of 5 stars
3496,  You only get 59.5 gb out of 64 gb. The transferring speed is decent .,4.0 out of 5 stars
3497,  Received good condition,5.0 out of 5 stars
3498,  A good quality product...The speed is  good ..With memory card we get SD card udapter I like it .And I just uploaded internal packing photo.. memory+SD adaptor,4.0 out of 5 stars
3499,  Best in cheap price ..,5.0 out of 5 stars
3500,  Ok,5.0 out of 5 stars
3501,"  Working Good, Cost little high",4.0 out of 5 stars
3502,  The product was missing and I have made a complaint against it. Thanks that I have received a new replacement order for the missed one,1.0 out of 5 stars
3503,  This is frod items. Just sticker pasted the cord so dnt buy anyone this is fack item,1.0 out of 5 stars
3504,  Never ordered the product,1.0 out of 5 stars
3505,  Good work,5.0 out of 5 stars
3506,  Good one ..,4.0 out of 5 stars
3507,  good,5.0 out of 5 stars
3508,  This is a good product as it is of Samsung and delivered by amazon,5.0 out of 5 stars
3509,  Ok,5.0 out of 5 stars
3510,  Approx. 2 yrs.No problem yet,5.0 out of 5 stars
3511,"  Since the warranty period of this micro sd card is 10 years , i want to get replacement immediately as it is not working after 6 month only. Pl do needful",1.0 out of 5 stars
3512,  Great product. I use it in my phone . Good one !!!,5.0 out of 5 stars
3513,  Good product,5.0 out of 5 stars
3514,  Nice products,5.0 out of 5 stars
3515,  Best,4.0 out of 5 stars
3516,  Working nice.,5.0 out of 5 stars
3517,  Good,4.0 out of 5 stars
3518,  Excellent product. Working fine with my HTC 10 device.,5.0 out of 5 stars
3519,  Good Quality product.,5.0 out of 5 stars
3520,  Am happy,5.0 out of 5 stars
3521,  Good,5.0 out of 5 stars
3522,  Working fine and it has great speed to transfer data it the best SD card under 800,5.0 out of 5 stars
3523,  Dtrad,5.0 out of 5 stars
3524,  Good at the price and easy to install,5.0 out of 5 stars
3525,  always awesome AMAZON PRODUCTION,5.0 out of 5 stars
3526,  Value of money Product 100/100,5.0 out of 5 stars
3527,  Useful,5.0 out of 5 stars
3528,  Bought it in Diwali sale at 500 rupees worth for money,5.0 out of 5 stars
3529,  Good no complains.,4.0 out of 5 stars
3530,  Cool product,5.0 out of 5 stars
3531,  Getting 32 Mbps write speed. I'm quie satisfied!,5.0 out of 5 stars
3532,  nice working card......i would love to suggest to buy this...,4.0 out of 5 stars
3533,  Read/write speed is flaky. Sandisk is much better.,4.0 out of 5 stars
3534,  Copying speed is very very very fast,5.0 out of 5 stars
3535,  Thanks for this product! it is very much fine with my new Samsung J5....,5.0 out of 5 stars
3536,  Item was not real & not 32GB and not have any 10 mb/s speedI request you don't buy this product in amazon...,1.0 out of 5 stars
3537,  Good,5.0 out of 5 stars
3538,  Very useful if you own a good action camera,5.0 out of 5 stars
3539,"  Storage capacity is awesome, and easy to install. I am happy.",5.0 out of 5 stars
3540,  Slowly reading and writing,1.0 out of 5 stars
3541,  Received in perfect packed condition... Product seems to works fine.. Getting an average actual writing speed of 84MBps which is great...,5.0 out of 5 stars
3542,  Good product,5.0 out of 5 stars
3543,  sd card contains shortcut.lnk virus.... in Macbook shows duplicate files for every image files,5.0 out of 5 stars
3544,  Nice,5.0 out of 5 stars
3545,  Working fine without any issues,5.0 out of 5 stars
3546,  Fast sharing.,4.0 out of 5 stars
3547,  Good,5.0 out of 5 stars
3548,  Best in its class. I am using it in sj6000 action camera 4k video runs without any lag. It has awesome read and write speed,5.0 out of 5 stars
3549,  Nice,5.0 out of 5 stars
3550,  Good,4.0 out of 5 stars
3551,  Not good,3.0 out of 5 stars
3552,  Yes,5.0 out of 5 stars
3553,  Samsung 32GB SD card. Very good n easy to use. Must buy product.,5.0 out of 5 stars
3554,  It was currepted after using less than one month....,1.0 out of 5 stars
3555,  Nice,3.0 out of 5 stars
3556,  good,5.0 out of 5 stars
3557,"  Best deal with latest feature (Grade 3,Class10 64GB MicroSDXC Memory Card) with SD Adapter",5.0 out of 5 stars
3558,  Good,5.0 out of 5 stars
3559,  Good,5.0 out of 5 stars
3560,  Very good value for money fir this capacity.,5.0 out of 5 stars
3561,  Good product. Value for money.,4.0 out of 5 stars
3562,  Working in excellent condition... Nice product...,5.0 out of 5 stars
3563,  Good product,5.0 out of 5 stars
3564,  Good product,5.0 out of 5 stars
3565,  Excellent,5.0 out of 5 stars
3566,  Bahot achhi memory card hai. Super se bhi uaper. Quality bhi good hai. & Speed to pucho hi Matt very very nice. Thanks Amazon.,5.0 out of 5 stars
3567,  pathetic SD card. I purchased a month before and it's not working.pls don't buy such type of things,1.0 out of 5 stars
3568,"  Very pathetic experianceI buyed 64gb card . I also got 64 gb sd card but when i put it on my laptop , i found that it is only 32gb sd card",1.0 out of 5 stars
3569,  Thanks Samsung best SD card,5.0 out of 5 stars
3570,  Good Product,5.0 out of 5 stars
3571,  Best memory card,5.0 out of 5 stars
3572,  Best.,5.0 out of 5 stars
3573,  Very good for my personal use,5.0 out of 5 stars
3574,  value for money,5.0 out of 5 stars
3575,  Good card better speed,4.0 out of 5 stars
3576,"  Its working , and good quality",5.0 out of 5 stars
3577,  since 2 year i m using,4.0 out of 5 stars
3578,  Gud,4.0 out of 5 stars
3579,  100% original,5.0 out of 5 stars
3580,  Wow! Amazing interactions with the cell phone. The product was packed decent and the original product was received. Thanks. I recommend all to buy it from this seller.,5.0 out of 5 stars
3581,"  Been a year , works fine !",5.0 out of 5 stars
3582,  Very good product .,5.0 out of 5 stars
3583,  My go to brand when it comes to storage equipment.,5.0 out of 5 stars
3584,  very good product ..i have 2 memory type sd card 32 .64 gb .. its good .. not single tym corupt in 2 years,5.0 out of 5 stars
3585,  Good,5.0 out of 5 stars
3586,  Best memory card under 600 rs  but storage is  29.80 gb available,4.0 out of 5 stars
3587,"  Nice product , thank u amazon",4.0 out of 5 stars
3588,  Origial,5.0 out of 5 stars
3589,  Good one.,5.0 out of 5 stars
3590,  Excellent speed.... commendable quality,5.0 out of 5 stars
3591,  item was broken warranty was not covered for that,3.0 out of 5 stars
3592,  Great value for money. Must Buy.,5.0 out of 5 stars
3593,  Product is goodAmozone service very bad,5.0 out of 5 stars
3594,  bad products,1.0 out of 5 stars
3595,  Good product,5.0 out of 5 stars
3596,  got an adaptor with it working fine.,5.0 out of 5 stars
3597,  Quality for the brand name can be improved,5.0 out of 5 stars
3598,  Great product,4.0 out of 5 stars
3599,  1. Card was corrupt.2. Ineligible for replacement.A brilliant combo to loot hard earned money.,1.0 out of 5 stars
3600,  Original and good product,5.0 out of 5 stars
3601,  This is very excellent product,5.0 out of 5 stars
3602,  Good product.,5.0 out of 5 stars
3603,  Awesome productFull paisa wasul,5.0 out of 5 stars
3604,  Good,5.0 out of 5 stars
3605,  Nice one. It as  good speed also.,4.0 out of 5 stars
3606,  Ok,4.0 out of 5 stars
3607,  Good one,5.0 out of 5 stars
3608,  64GB storage capacity!!!!!! Easy to install.,5.0 out of 5 stars
3609,  It is worth it.,5.0 out of 5 stars
3610,  nice product for this price point.,5.0 out of 5 stars
3611,  Gd v gd,3.0 out of 5 stars
3612,  Good quality Micro SD card.,5.0 out of 5 stars
3613,  59gb for usage expected 61atleast..And as it is samsung product we can trust this ..,4.0 out of 5 stars
3614,  Very fast,5.0 out of 5 stars
3615,  Good one,5.0 out of 5 stars
3616,  It is not working within a year. How to replace it,1.0 out of 5 stars
3617,  Good product,5.0 out of 5 stars
3618,  Nice memory card...!!,5.0 out of 5 stars
3619,  A very good product.A must for all Samsung users.,5.0 out of 5 stars
3620,"  very nice product, no doubt on company brand",5.0 out of 5 stars
3621,  Storage capacity and data sharing very fast,5.0 out of 5 stars
3622,  Better one!,5.0 out of 5 stars
3623,  It was easy to install,5.0 out of 5 stars
3624,  Great Speed.. Satisfied..,5.0 out of 5 stars
3625,  This price point. Good prouct,5.0 out of 5 stars
3626,  Excellence,5.0 out of 5 stars
3627,  Good,5.0 out of 5 stars
3628,  Value for money,5.0 out of 5 stars
3629,  Super Duper deal..big thanks to Amazon.,5.0 out of 5 stars
3630,  Ok,5.0 out of 5 stars
3631,  Working well,3.0 out of 5 stars
3632,  Good one,4.0 out of 5 stars
3633,  Storage is poor,5.0 out of 5 stars
3634,  It's working awesome.I am using it since last 3-months no problem at all,5.0 out of 5 stars
3635,  Decent memory card for smartphone with pretty good writing speed.,4.0 out of 5 stars
3636,  Great product does the work as it should be doing.very happy with the product and deliveryTimming.,4.0 out of 5 stars
3637,  As you shown it as 32 gb but it can store only 29.08 gb,2.0 out of 5 stars
3638,  Ok,4.0 out of 5 stars
3639,  Great quality product. Original as it was mentioned. Got exactly 63.99 GB storage capacity on my Motorola device.,5.0 out of 5 stars
3640,  Good product,5.0 out of 5 stars
3641,  Nice product from amazon and it is very fast as it has 100mbps transfer speed.Delivery is very fast.Thank you Amazon,5.0 out of 5 stars
3642,  Good product,5.0 out of 5 stars
3643,  Nice,5.0 out of 5 stars
3644,  Nice one,5.0 out of 5 stars
3645,  Do not buy .when i opened and installed sd card already files were present and that too 2009 files.Transfer rate is slow.,1.0 out of 5 stars
3646,  Nice but warranty is not long,4.0 out of 5 stars
3647,  It's still working in condition after one and half year,4.0 out of 5 stars
3648,  Value for money,4.0 out of 5 stars
3649,  Value for money,4.0 out of 5 stars
3650,  Works fine after 1 year,5.0 out of 5 stars
3651,  Nothing I'm gonna telling you.. this is class 10 so good product..,5.0 out of 5 stars
3652,  Got it on a offer and worth the money you pay. You get an adaptor with it. Transfer speeds are good and no issues till now.,5.0 out of 5 stars
3653,  Memory card is better than any other sd card... Samsung's memory card is very good... I love this Samsung's memory card...,5.0 out of 5 stars
3654,  Good luck,5.0 out of 5 stars
3655,  Damaged product,1.0 out of 5 stars
3656,  ok,5.0 out of 5 stars
3657,  Great product,5.0 out of 5 stars
3658,  Good product,4.0 out of 5 stars
3659,  Super,5.0 out of 5 stars
3660,  It's a gud product..,4.0 out of 5 stars
3661,"  Still using ,",5.0 out of 5 stars
3662,  Satisfied with the product...,4.0 out of 5 stars
3663,  excellent memory card,5.0 out of 5 stars
3664,  good product,5.0 out of 5 stars
3665,  Very good product,5.0 out of 5 stars
3666,  My SD Card is not working. The return window period is over. But the details says it has a 10 year warranty. How do I use this to return the corrupted card?,1.0 out of 5 stars
3667,  Good,4.0 out of 5 stars
3668,  Just don't buy it at all I got spammed after a few months it just stopped working,1.0 out of 5 stars
3669,  Good Product,5.0 out of 5 stars
3670,  Good,5.0 out of 5 stars
3671,  GOOD PRODUCTEASY TO USEBUY IT BLINDLY!,4.0 out of 5 stars
3672,  Not able to see the speed which is written on the card but still the product is satisfying...this is my second memory card.,4.0 out of 5 stars
3673,  Good one,5.0 out of 5 stars
3674,  Stopped working samsung customer care is not providing service,1.0 out of 5 stars
3675,  Good,5.0 out of 5 stars
3676,  Awesome to buy this product with low cost through Amazon online purchased..  Thank You Amazon,5.0 out of 5 stars
3677,"  Backup has been deleted Worried, but now it ok.",5.0 out of 5 stars
3678,  Excellent product,5.0 out of 5 stars
3679,  Good,4.0 out of 5 stars
3680,  Excellent product. Higher writing speed than competition. Free adaptor.,5.0 out of 5 stars
3681,  Superb Product 👍🏻👌🏻🙌🏻,5.0 out of 5 stars
3682,  Excellent. Working fine even after 1 year.,5.0 out of 5 stars
3683,  Samsung products are always good but the micro SD card gets slow (reading writing speed ) after 2 3 month of use.,5.0 out of 5 stars
3684,"  Product is good, let's see how many days it will work..And the delivery boy's behaviour was very bad",5.0 out of 5 stars
3685,  SATISFIED,5.0 out of 5 stars
3686,  Working fine from 1year,5.0 out of 5 stars
3687,  Excellent,5.0 out of 5 stars
3688,  Doesn't meet the expectations. No value for money. Don't buy,1.0 out of 5 stars
3689,  Samsung evo darun ekta memory card.Ami use kor6i 1year thakeKono problem hoiniIt's fantastic,5.0 out of 5 stars
3690,  Excellent products at great price. I am using it for Wi-Fi Cctv,5.0 out of 5 stars
3691,  Excellent,5.0 out of 5 stars
3692,  Excellent product By Amazon.,5.0 out of 5 stars
3693,  Excellent product... It's genuine product working good thnx to Amazon 👍,4.0 out of 5 stars
3694,  It is working better than expected.......you get a good data transferring rate with this evo plus.It gives u 59.94 gb of storage.,5.0 out of 5 stars
3695,  Good,5.0 out of 5 stars
3696,  Awesome transferspeed and reading speed even in redmi 5A low end mobile..,5.0 out of 5 stars
3697,  Good,5.0 out of 5 stars
3698,  I purchased this on 9 Dec2017. Now today its not working.Its under warranty so kindly replace this.,1.0 out of 5 stars
3699,  It gives 59.9 GB of space n I bought it at Rs-720....awsm product,5.0 out of 5 stars
3700,  Excellent keep it up amozon & saller ...I wish in future boths of us provide best deal...thanks,5.0 out of 5 stars
3701,  This is a good quality memory card by samsung..working so finely..Amazon is providing excellent quality memory cards and packing is so nice.Thank u Amazon...,5.0 out of 5 stars
3702,"  Nice working,59.59 GB free space, when i purchase.",5.0 out of 5 stars
3703,  Good quality product at a great price!,5.0 out of 5 stars
3704,  good product,5.0 out of 5 stars
3705,  I liked the product it offers a good speed about 100m/s while in this price range scan disk offers 90m/s,4.0 out of 5 stars
3706,  Fast transfer speed. Good for all the music lovers.,5.0 out of 5 stars
3707,"  Nothing to say,It's original Samsung product.",5.0 out of 5 stars
3708,  Shandar,5.0 out of 5 stars
3709,  Good,5.0 out of 5 stars
3710,  Good  performance,5.0 out of 5 stars
3711,  Good,5.0 out of 5 stars
3712,  good and Genuine,5.0 out of 5 stars
3713,  This is good product for Samsung mobile and any mobile,5.0 out of 5 stars
3714,  Ok,4.0 out of 5 stars
3715,  Like the deal,5.0 out of 5 stars
3716,  ok,5.0 out of 5 stars
3717,  These card is just awesome...It's a high-speed card UHS-3 with lightning transfer speeds and huge storage...,5.0 out of 5 stars
3718,  Samsung quality is maintained,5.0 out of 5 stars
